orf_id	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	grp_tiny	grp_small	grp_aliphatic	grp_aromatic	grp_polar	grp_nonpolar	grp_charged	grp_turnforming	phys_mw	phys_charge	phys_hydrophobicity	phys_hydro_ratio	phys_amphipathic	phys_boman	phys_ww	phys_aliphatic_idx	phys_gravy	phys_pi	phys_aromaticity	phys_disorder	dp_LL	dp_KK	dp_KL	dp_LK	dp_AA	dp_GG	dp_RR	dp_VV
contig_5_s-_f2_orf73	0.032895	0.052632	0.046053	0.078947	0.085526	0.019737	0.098684	0.052632	0.046053	0.065789	0.085526	0.052632	0.0	0.013158	0.092105	0.006579	0.019737	0.046053	0.065789	0.039474	0.059211	0.276316	0.197368	0.190789	0.506579	0.453947	0.361842	0.125	19615.0	17	-0.0386	0.4342	0.1802	-0.4176	0.1578	62.83	-0.4421	7.56	0.1908	0.1974	0.0	0.0	0.0	0.006623	0.0	0.0	0.006623	0.0
contig_3_s+_f2_orf77	0.098765	0.030864	0.055556	0.04321	0.055556	0.04321	0.049383	0.067901	0.08642	0.080247	0.055556	0.024691	0.012346	0.030864	0.111111	0.024691	0.012346	0.049383	0.049383	0.018519	0.166667	0.351852	0.296296	0.123457	0.469136	0.512346	0.345679	0.160494	19547.0	24	-0.092	0.4568	0.1468	-0.3211	0.1951	81.98	-0.3352	7.74	0.1235	0.3395	0.0	0.0	0.031056	0.018634	0.0	0.0	0.024845	0.006211
contig_4_s-_f2_orf11	0.032787	0.0	0.065574	0.098361	0.065574	0.065574	0.081967	0.04918	0.016393	0.04918	0.114754	0.016393	0.016393	0.016393	0.098361	0.04918	0.016393	0.065574	0.032787	0.04918	0.147541	0.327869	0.196721	0.147541	0.459016	0.491803	0.360656	0.213115	7520.1	2	-0.039	0.4098	0.3451	-0.3607	0.247	60.66	-0.5098	7.16	0.1475	0.2951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f1_orf557	0.034682	0.075145	0.023121	0.052023	0.080925	0.028902	0.040462	0.052023	0.046243	0.046243	0.046243	0.046243	0.063584	0.046243	0.046243	0.040462	0.046243	0.075145	0.034682	0.075145	0.104046	0.433526	0.208092	0.190751	0.462428	0.462428	0.208092	0.202312	20912.4	10	0.0935	0.3699	0.4023	-0.3983	0.0928	63.58	-0.1214	7.29	0.1908	0.3121	0.0	0.011628	0.005814	0.0	0.0	0.0	0.005814	0.005814
contig_4_s+_f1_orf59	0.022222	0.022222	0.059259	0.044444	0.02963	0.02963	0.074074	0.103704	0.088889	0.088889	0.111111	0.007407	0.007407	0.007407	0.148148	0.007407	0.014815	0.051852	0.074074	0.007407	0.059259	0.222222	0.266667	0.111111	0.474074	0.518519	0.414815	0.111111	17343.2	28	-0.1412	0.4815	0.0935	-0.4851	0.1836	92.37	-0.3696	8.04	0.1111	0.2074	0.0	0.0	0.0	0.022388	0.0	0.0	0.014925	0.007463
contig_3_s-_f2_orf545	0.041096	0.075342	0.047945	0.047945	0.075342	0.027397	0.027397	0.034247	0.054795	0.054795	0.061644	0.013699	0.047945	0.047945	0.061644	0.027397	0.089041	0.075342	0.047945	0.041096	0.09589	0.445205	0.205479	0.164384	0.493151	0.465753	0.239726	0.164384	17606.8	7	0.043	0.3904	0.1508	-0.3677	0.1201	60.68	-0.1295	7.24	0.1644	0.2945	0.006897	0.0	0.013793	0.006897	0.0	0.0	0.0	0.0
contig_4_s-_f0_orf109	0.065	0.07	0.045	0.045	0.065	0.055	0.045	0.04	0.07	0.05	0.035	0.04	0.05	0.03	0.045	0.06	0.07	0.05	0.025	0.045	0.18	0.505	0.205	0.135	0.52	0.435	0.25	0.25	23017.0	14	0.0052	0.33	0.1492	-0.2236	0.191	56.1	-0.339	7.35	0.135	0.375	0.005025	0.01005	0.0	0.0	0.0	0.005025	0.0	0.0
contig_3_s-_f1_orf64	0.093023	0.0	0.069767	0.069767	0.046512	0.0	0.093023	0.069767	0.093023	0.069767	0.093023	0.046512	0.0	0.0	0.069767	0.0	0.046512	0.023256	0.046512	0.069767	0.093023	0.27907	0.255814	0.162791	0.488372	0.44186	0.395349	0.116279	5454.1	5	-0.0826	0.4419	0.0757	-0.317	0.2219	70.47	-0.6395	7.58	0.1628	0.2558	0.0	0.047619	0.0	0.0	0.047619	0.0	0.02381	0.0
contig_2_s-_f0_orf515	0.05	0.025	0.0375	0.025	0.0375	0.05	0.075	0.0375	0.05	0.05	0.0375	0.05	0.05	0.1125	0.0875	0.0375	0.0375	0.05	0.0375	0.0625	0.1375	0.3875	0.1875	0.1375	0.5375	0.4	0.275	0.225	9729.5	12	-0.1796	0.3	0.493	-0.1564	0.2076	53.62	-0.99	7.75	0.1375	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f0_orf21	0.021053	0.010526	0.084211	0.042105	0.094737	0.021053	0.063158	0.178947	0.094737	0.084211	0.052632	0.010526	0.010526	0.021053	0.021053	0.010526	0.021053	0.073684	0.073684	0.010526	0.052632	0.263158	0.357895	0.178947	0.378947	0.610526	0.305263	0.136842	11829.6	5	0.2955	0.5789	0.0976	-0.7588	0.0293	126.11	0.5168	7.26	0.1789	0.2211	0.010638	0.010638	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s+_f0_orf440	0.072464	0.014493	0.028986	0.057971	0.043478	0.130435	0.028986	0.057971	0.043478	0.043478	0.115942	0.014493	0.0	0.086957	0.057971	0.028986	0.057971	0.028986	0.043478	0.043478	0.231884	0.376812	0.202899	0.130435	0.42029	0.536232	0.217391	0.202899	8010.6	3	0.0558	0.4058	0.1673	-0.3432	0.1187	55.22	-0.3377	7.22	0.1304	0.4203	0.0	0.0	0.0	0.0	0.0	0.029412	0.0	0.0
contig_4_s-_f1_orf38	0.06383	0.021277	0.0	0.042553	0.085106	0.0	0.12766	0.042553	0.085106	0.042553	0.085106	0.042553	0.042553	0.0	0.148936	0.06383	0.0	0.042553	0.042553	0.021277	0.12766	0.276596	0.191489	0.148936	0.531915	0.446809	0.404255	0.148936	6004.9	15	-0.2353	0.4043	0.1286	-0.3134	0.2262	51.91	-0.7936	8.6	0.1489	0.2979	0.0	0.0	0.0	0.043478	0.0	0.0	0.021739	0.0
contig_2_s+_f0_orf315	0.044643	0.035714	0.080357	0.026786	0.053571	0.035714	0.017857	0.053571	0.0625	0.053571	0.071429	0.053571	0.044643	0.044643	0.035714	0.0625	0.089286	0.071429	0.017857	0.044643	0.142857	0.517857	0.223214	0.116071	0.508929	0.446429	0.223214	0.276786	12936.1	1	0.0251	0.3661	0.0478	-0.2915	0.1729	66.96	-0.2527	7.04	0.1161	0.3214	0.0	0.018018	0.0	0.0	0.009009	0.0	0.0	0.018018
contig_2_s-_f0_orf137	0.0625	0.052083	0.03125	0.046875	0.052083	0.046875	0.067708	0.046875	0.067708	0.026042	0.052083	0.041667	0.0625	0.041667	0.041667	0.046875	0.036458	0.046875	0.0625	0.067708	0.15625	0.427083	0.182292	0.182292	0.473958	0.458333	0.255208	0.229167	23176.4	19	0.0153	0.349	0.0391	-0.288	0.1276	48.28	-0.5651	7.49	0.1823	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s+_f2_orf441	0.037975	0.044304	0.025316	0.025316	0.025316	0.044304	0.06962	0.06962	0.050633	0.050633	0.063291	0.075949	0.056962	0.044304	0.088608	0.012658	0.056962	0.037975	0.044304	0.075949	0.094937	0.392405	0.196203	0.14557	0.493671	0.43038	0.259494	0.21519	19393.5	25	-0.09	0.3291	0.1851	-0.2935	0.1376	61.71	-0.6791	7.79	0.1456	0.2722	0.0	0.0	0.012739	0.0	0.006369	0.006369	0.012739	0.0
contig_2_s-_f2_orf511	0.021053	0.042105	0.063158	0.010526	0.073684	0.063158	0.042105	0.073684	0.031579	0.094737	0.094737	0.042105	0.010526	0.052632	0.052632	0.021053	0.042105	0.042105	0.063158	0.063158	0.105263	0.347368	0.231579	0.2	0.4	0.536842	0.2	0.2	11735.1	5	0.1748	0.4632	0.082	-0.6127	-0.0651	80.0	0.0863	7.26	0.2	0.2105	0.010638	0.0	0.010638	0.010638	0.0	0.010638	0.010638	0.0
contig_4_s-_f2_orf17	0.094737	0.010526	0.105263	0.031579	0.031579	0.021053	0.094737	0.084211	0.084211	0.052632	0.073684	0.010526	0.052632	0.031579	0.031579	0.031579	0.042105	0.063158	0.042105	0.010526	0.147368	0.431579	0.294737	0.084211	0.473684	0.515789	0.347368	0.221053	11124.3	7	0.0349	0.4421	0.2524	-0.3119	0.2768	81.16	-0.3295	7.37	0.0842	0.3474	0.0	0.0	0.0	0.010638	0.0	0.0	0.0	0.0
contig_6_s-_f0_orf543	0.068627	0.039216	0.04902	0.04902	0.019608	0.058824	0.039216	0.078431	0.04902	0.019608	0.068627	0.029412	0.019608	0.088235	0.04902	0.058824	0.058824	0.04902	0.068627	0.039216	0.186275	0.431373	0.215686	0.127451	0.509804	0.45098	0.235294	0.215686	12076.1	4	-0.0056	0.3725	0.2124	-0.2604	0.1615	59.31	-0.5078	7.2	0.1275	0.3922	0.0	0.0	0.0	0.0	0.0	0.019802	0.0	0.009901
contig_5_s-_f0_orf57	0.055556	0.02381	0.071429	0.055556	0.087302	0.031746	0.063492	0.071429	0.063492	0.047619	0.079365	0.015873	0.02381	0.015873	0.126984	0.02381	0.007937	0.063492	0.031746	0.039683	0.111111	0.31746	0.238095	0.15873	0.468254	0.492063	0.380952	0.166667	15733.7	16	-0.1101	0.4365	0.0518	-0.3592	0.2157	70.4	-0.4095	7.63	0.1587	0.2698	0.0	0.0	0.0	0.008	0.0	0.0	0.024	0.0
contig_6_s-_f0_orf415	0.076923	0.065934	0.054945	0.032967	0.065934	0.021978	0.065934	0.032967	0.087912	0.032967	0.054945	0.032967	0.043956	0.054945	0.054945	0.054945	0.054945	0.098901	0.010989	0.0	0.153846	0.505495	0.241758	0.076923	0.56044	0.43956	0.296703	0.208791	10448.7	11	-0.0637	0.3736	0.3222	-0.1927	0.3092	62.09	-0.3066	7.6	0.0769	0.3736	0.0	0.011111	0.0	0.0	0.011111	0.0	0.0	0.022222
contig_5_s-_f1_orf3	0.15625	0.03125	0.03125	0.0625	0.0	0.03125	0.0625	0.03125	0.03125	0.0625	0.125	0.03125	0.03125	0.0	0.0625	0.0	0.03125	0.125	0.09375	0.0	0.1875	0.46875	0.375	0.09375	0.34375	0.65625	0.25	0.125	3753.3	2	0.1947	0.5938	0.2064	-0.5262	0.1341	88.44	0.2906	7.31	0.0938	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s-_f2_orf89	0.040816	0.07483	0.034014	0.061224	0.040816	0.006803	0.040816	0.054422	0.081633	0.061224	0.068027	0.040816	0.034014	0.020408	0.095238	0.040816	0.020408	0.006803	0.102041	0.07483	0.088435	0.29932	0.163265	0.217687	0.510204	0.414966	0.312925	0.156463	19106.7	18	-0.1173	0.3741	0.1389	-0.3342	0.0685	51.16	-0.7082	7.61	0.2177	0.2857	0.013699	0.006849	0.0	0.006849	0.0	0.0	0.013699	0.0
contig_3_s+_f0_orf224	0.054945	0.043956	0.021978	0.032967	0.065934	0.065934	0.054945	0.032967	0.021978	0.032967	0.076923	0.098901	0.043956	0.054945	0.065934	0.021978	0.076923	0.054945	0.032967	0.043956	0.142857	0.483516	0.175824	0.142857	0.494505	0.461538	0.197802	0.252747	10749.6	8	-0.0082	0.3516	0.2465	-0.281	0.1296	47.14	-0.5	7.44	0.1429	0.2967	0.0	0.0	0.0	0.0	0.0	0.011111	0.011111	0.0
contig_4_s+_f0_orf50	0.067416	0.022472	0.078652	0.044944	0.05618	0.022472	0.089888	0.033708	0.123596	0.05618	0.089888	0.0	0.011236	0.067416	0.078652	0.067416	0.022472	0.011236	0.033708	0.022472	0.157303	0.303371	0.168539	0.11236	0.595506	0.382022	0.41573	0.179775	10952.2	15	-0.2588	0.3483	0.3445	-0.1153	0.3243	45.06	-1.0303	7.84	0.1124	0.4045	0.0	0.022727	0.011364	0.0	0.0	0.0	0.0	0.0
contig_5_s+_f0_orf272	0.082707	0.045113	0.067669	0.045113	0.030075	0.052632	0.052632	0.097744	0.015038	0.037594	0.045113	0.030075	0.067669	0.037594	0.06015	0.037594	0.052632	0.06015	0.030075	0.052632	0.172932	0.496241	0.278195	0.112782	0.443609	0.503759	0.240602	0.255639	15300.5	2	0.0853	0.3835	0.1285	-0.3185	0.1944	78.5	-0.1541	7.08	0.1128	0.3383	0.007576	0.0	0.0	0.0	0.0	0.007576	0.0	0.0
contig_1_s-_f1_orf544	0.078947	0.065789	0.059211	0.065789	0.078947	0.019737	0.026316	0.046053	0.046053	0.059211	0.059211	0.065789	0.046053	0.046053	0.072368	0.026316	0.052632	0.013158	0.032895	0.039474	0.125	0.427632	0.197368	0.151316	0.526316	0.434211	0.269737	0.217105	18304.1	3	-0.0702	0.3684	0.3779	-0.2074	0.2032	52.76	-0.5112	7.1	0.1513	0.3289	0.006623	0.006623	0.006623	0.006623	0.006623	0.0	0.0	0.0
contig_4_s+_f2_orf99	0.051282	0.102564	0.076923	0.025641	0.025641	0.025641	0.051282	0.0	0.0	0.076923	0.102564	0.0	0.051282	0.051282	0.076923	0.0	0.025641	0.102564	0.076923	0.076923	0.076923	0.435897	0.230769	0.179487	0.410256	0.512821	0.230769	0.153846	4854.5	1	0.1026	0.4359	0.1799	-0.4869	0.0449	64.87	0.0103	7.13	0.1795	0.2051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_5_s+_f1_orf48	0.099099	0.018018	0.081081	0.063063	0.009009	0.027027	0.081081	0.081081	0.09009	0.081081	0.054054	0.009009	0.009009	0.009009	0.09009	0.036036	0.009009	0.072072	0.072072	0.009009	0.162162	0.36036	0.333333	0.09009	0.486486	0.504505	0.405405	0.162162	13400.0	13	-0.0743	0.4685	0.4559	-0.3098	0.2777	94.05	-0.3937	7.59	0.0901	0.3333	0.009091	0.009091	0.0	0.009091	0.018182	0.0	0.009091	0.0
contig_5_s+_f2_orf523	0.021053	0.021053	0.052632	0.031579	0.052632	0.031579	0.031579	0.052632	0.052632	0.073684	0.084211	0.073684	0.084211	0.063158	0.031579	0.063158	0.031579	0.021053	0.063158	0.063158	0.115789	0.4	0.168421	0.178947	0.452632	0.484211	0.2	0.305263	11628.8	3	0.0357	0.3684	0.146	-0.3849	0.0524	57.47	-0.5779	7.16	0.1789	0.3474	0.010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_5_s-_f2_orf214	0.052632	0.052632	0.026316	0.052632	0.105263	0.105263	0.078947	0.026316	0.026316	0.078947	0.052632	0.052632	0.078947	0.0	0.026316	0.052632	0.0	0.026316	0.0	0.105263	0.210526	0.447368	0.184211	0.210526	0.368421	0.526316	0.210526	0.315789	4412.7	2	0.1918	0.3421	0.1802	-0.4108	0.0684	53.95	-0.1316	7.26	0.2105	0.3684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s-_f2_orf24	0.05	0.0125	0.05	0.075	0.0625	0.0125	0.075	0.05	0.1	0.175	0.0625	0.025	0.0	0.0	0.1	0.0	0.025	0.075	0.05	0.0	0.0625	0.25	0.35	0.1125	0.4625	0.5375	0.4	0.0875	9993.6	12	-0.0232	0.525	0.0312	-0.5062	0.2049	114.5	-0.0525	7.75	0.1125	0.2375	0.037975	0.012658	0.025316	0.025316	0.0	0.0	0.025316	0.0
contig_6_s-_f0_orf347	0.029851	0.074627	0.044776	0.074627	0.074627	0.029851	0.044776	0.059701	0.089552	0.029851	0.059701	0.044776	0.044776	0.029851	0.059701	0.014925	0.014925	0.059701	0.059701	0.059701	0.074627	0.358209	0.179104	0.19403	0.492537	0.447761	0.313433	0.179104	8397.4	5	-0.0333	0.3731	0.3281	-0.3136	0.1737	55.22	-0.4821	7.37	0.194	0.3134	0.0	0.0	0.0	0.015152	0.0	0.0	0.0	0.0
contig_1_s+_f0_orf430	0.064935	0.025974	0.051948	0.038961	0.077922	0.025974	0.077922	0.077922	0.051948	0.090909	0.025974	0.012987	0.038961	0.064935	0.038961	0.025974	0.038961	0.038961	0.064935	0.064935	0.116883	0.324675	0.272727	0.207792	0.428571	0.506494	0.25974	0.155844	9529.5	6	0.1345	0.4416	0.1084	-0.484	0.0399	83.64	-0.1727	7.39	0.2078	0.3117	0.0	0.013158	0.026316	0.013158	0.013158	0.0	0.0	0.0
contig_3_s-_f1_orf595	0.097561	0.04878	0.02439	0.0	0.04878	0.02439	0.02439	0.04878	0.073171	0.02439	0.04878	0.170732	0.02439	0.02439	0.04878	0.073171	0.04878	0.04878	0.04878	0.04878	0.195122	0.560976	0.219512	0.146341	0.536585	0.414634	0.170732	0.317073	4795.2	5	-0.0578	0.3659	0.0536	-0.2141	0.0793	52.44	-0.5561	7.61	0.1463	0.3171	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0
contig_4_s-_f1_orf362	0.045752	0.052288	0.045752	0.058824	0.065359	0.045752	0.039216	0.058824	0.026144	0.071895	0.03268	0.058824	0.039216	0.078431	0.065359	0.045752	0.052288	0.013072	0.045752	0.058824	0.137255	0.398693	0.189542	0.169935	0.522876	0.418301	0.235294	0.235294	18530.9	4	-0.0356	0.3333	0.3823	-0.2535	0.1346	59.35	-0.5889	7.13	0.1699	0.3399	0.0	0.0	0.0	0.0	0.0	0.0	0.013158	0.0
contig_4_s-_f2_orf226	0.032609	0.086957	0.054348	0.021739	0.032609	0.065217	0.065217	0.021739	0.076087	0.043478	0.065217	0.043478	0.032609	0.065217	0.043478	0.065217	0.054348	0.065217	0.043478	0.021739	0.163043	0.5	0.163043	0.097826	0.576087	0.402174	0.26087	0.26087	10694.7	10	-0.0704	0.3043	0.2226	-0.1862	0.2186	47.61	-0.5554	7.54	0.0978	0.3587	0.0	0.0	0.0	0.0	0.0	0.010989	0.0	0.010989
contig_4_s+_f2_orf14	0.063492	0.015873	0.063492	0.079365	0.079365	0.015873	0.126984	0.063492	0.031746	0.063492	0.111111	0.015873	0.031746	0.0	0.063492	0.031746	0.015873	0.047619	0.063492	0.015873	0.111111	0.301587	0.238095	0.15873	0.444444	0.539683	0.365079	0.15873	7894.8	5	0.089	0.4921	0.1663	-0.4967	0.1857	69.68	-0.2286	7.4	0.1587	0.254	0.016129	0.0	0.0	0.016129	0.0	0.0	0.0	0.0
contig_6_s-_f1_orf263	0.066667	0.051282	0.051282	0.05641	0.025641	0.05641	0.051282	0.041026	0.082051	0.05641	0.05641	0.061538	0.010256	0.05641	0.041026	0.030769	0.05641	0.092308	0.025641	0.030769	0.153846	0.476923	0.25641	0.082051	0.538462	0.430769	0.282051	0.210256	22473.6	13	-0.0436	0.3641	0.2268	-0.1929	0.2838	71.44	-0.4108	7.33	0.0821	0.359	0.0	0.005155	0.010309	0.0	0.010309	0.0	0.0	0.010309
contig_1_s+_f2_orf292	0.054878	0.073171	0.030488	0.054878	0.030488	0.02439	0.04878	0.036585	0.04878	0.054878	0.04878	0.067073	0.060976	0.02439	0.054878	0.067073	0.042683	0.054878	0.091463	0.030488	0.146341	0.47561	0.20122	0.152439	0.512195	0.457317	0.237805	0.25	19776.8	11	0.0049	0.372	0.1934	-0.3066	0.1177	57.07	-0.4616	7.34	0.1524	0.3354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s-_f1_orf491	0.05	0.07	0.02	0.04	0.06	0.03	0.06	0.11	0.03	0.06	0.05	0.03	0.04	0.03	0.06	0.05	0.02	0.04	0.06	0.09	0.13	0.35	0.26	0.21	0.41	0.5	0.21	0.17	12354.9	9	0.1772	0.43	0.1508	-0.5625	-0.0156	82.9	0.119	7.45	0.21	0.27	0.010101	0.0	0.010101	0.0	0.0	0.0	0.010101	0.0
contig_5_s+_f0_orf13	0.068182	0.034091	0.022727	0.102273	0.079545	0.034091	0.102273	0.068182	0.113636	0.068182	0.079545	0.022727	0.011364	0.0	0.068182	0.011364	0.011364	0.045455	0.034091	0.022727	0.113636	0.261364	0.25	0.136364	0.488636	0.488636	0.409091	0.102273	10871.4	14	-0.0359	0.4432	0.1234	-0.3468	0.2895	73.18	-0.3648	7.8	0.1364	0.3409	0.011494	0.0	0.022989	0.0	0.011494	0.0	0.0	0.0
contig_5_s-_f2_orf607	0.041667	0.03125	0.052083	0.041667	0.041667	0.057292	0.046875	0.057292	0.067708	0.078125	0.036458	0.03125	0.026042	0.0625	0.078125	0.03125	0.067708	0.046875	0.0625	0.041667	0.130208	0.385417	0.223958	0.145833	0.510417	0.447917	0.286458	0.197917	23273.5	19	-0.0698	0.3646	0.1576	-0.2888	0.1448	70.57	-0.5786	7.49	0.1458	0.3281	0.010471	0.0	0.0	0.0	0.0	0.0	0.005236	0.005236
contig_4_s+_f0_orf9	0.0625	0.020833	0.052083	0.125	0.052083	0.03125	0.083333	0.03125	0.072917	0.114583	0.052083	0.020833	0.020833	0.020833	0.09375	0.010417	0.020833	0.0625	0.041667	0.010417	0.104167	0.302083	0.270833	0.104167	0.520833	0.46875	0.427083	0.135417	11793.0	7	-0.13	0.4167	0.1858	-0.234	0.3679	81.25	-0.6104	7.36	0.1042	0.3438	0.010526	0.0	0.010526	0.0	0.010526	0.0	0.021053	0.0
contig_3_s+_f0_orf445	0.04	0.12	0.04	0.06	0.02	0.04	0.02	0.04	0.08	0.1	0.06	0.02	0.08	0.06	0.08	0.06	0.02	0.0	0.04	0.02	0.14	0.42	0.18	0.08	0.56	0.42	0.28	0.24	5902.7	4	-0.1398	0.3	0.1264	-0.1584	0.2618	58.6	-0.532	7.4	0.08	0.42	0.0	0.0	0.0	0.020408	0.0	0.0	0.0	0.0
contig_5_s-_f1_orf51	0.109375	0.015625	0.0625	0.046875	0.046875	0.078125	0.140625	0.0625	0.0625	0.0625	0.046875	0.015625	0.046875	0.03125	0.046875	0.015625	0.015625	0.078125	0.015625	0.0	0.203125	0.4375	0.3125	0.0625	0.453125	0.546875	0.359375	0.21875	7238.8	9	0.0489	0.4219	0.3492	-0.2756	0.338	82.34	-0.2922	7.7	0.0625	0.3906	0.0	0.0	0.0	0.0	0.015873	0.0	0.0	0.015873
contig_3_s-_f2_orf32	0.050847	0.050847	0.101695	0.016949	0.084746	0.0	0.033898	0.050847	0.067797	0.169492	0.033898	0.016949	0.016949	0.0	0.050847	0.067797	0.016949	0.101695	0.067797	0.0	0.118644	0.423729	0.372881	0.152542	0.423729	0.576271	0.271186	0.20339	7085.1	2	0.2112	0.5593	0.3522	-0.6569	0.0144	120.51	0.5898	7.17	0.1525	0.2203	0.017241	0.0	0.017241	0.017241	0.0	0.0	0.017241	0.034483
contig_6_s+_f1_orf468	0.088	0.048	0.024	0.04	0.056	0.04	0.088	0.032	0.08	0.072	0.04	0.032	0.056	0.048	0.04	0.072	0.032	0.032	0.032	0.048	0.2	0.424	0.224	0.136	0.504	0.448	0.272	0.224	14636.1	18	-0.0078	0.352	0.2812	-0.2462	0.1888	58.64	-0.4912	7.72	0.136	0.424	0.008065	0.0	0.0	0.008065	0.016129	0.0	0.0	0.0
contig_1_s-_f1_orf101	0.078947	0.052632	0.052632	0.070175	0.087719	0.017544	0.017544	0.052632	0.035088	0.070175	0.052632	0.035088	0.04386	0.078947	0.04386	0.052632	0.052632	0.035088	0.035088	0.035088	0.149123	0.421053	0.236842	0.157895	0.491228	0.473684	0.219298	0.201754	13542.9	-3	0.0619	0.4123	0.0737	-0.3175	0.152	65.96	-0.1825	6.87	0.1579	0.3772	0.0	0.00885	0.0	0.0	0.00885	0.0	0.00885	0.0
contig_5_s+_f2_orf162	0.051724	0.017241	0.060345	0.043103	0.025862	0.060345	0.077586	0.077586	0.017241	0.025862	0.060345	0.043103	0.051724	0.060345	0.034483	0.068966	0.043103	0.068966	0.043103	0.068966	0.181034	0.465517	0.224138	0.137931	0.465517	0.465517	0.232759	0.284483	13615.4	3	0.0736	0.3534	0.1133	-0.3187	0.1643	65.52	-0.4552	7.13	0.1379	0.3534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f0_orf560	0.054688	0.039062	0.046875	0.015625	0.0625	0.085938	0.039062	0.0625	0.054688	0.0625	0.0625	0.054688	0.03125	0.039062	0.054688	0.046875	0.0625	0.046875	0.054688	0.023438	0.1875	0.46875	0.226562	0.140625	0.453125	0.523438	0.210938	0.265625	14867.2	11	0.0809	0.4062	0.3146	-0.3983	0.0599	67.81	-0.1711	7.43	0.1406	0.3281	0.0	0.007874	0.007874	0.0	0.0	0.0	0.007874	0.0
contig_3_s+_f1_orf35	0.059603	0.013245	0.092715	0.092715	0.07947	0.006623	0.066225	0.046358	0.066225	0.059603	0.072848	0.013245	0.02649	0.039735	0.059603	0.013245	0.019868	0.092715	0.059603	0.019868	0.07947	0.337748	0.258278	0.15894	0.476821	0.503311	0.377483	0.152318	18833.9	1	-0.0071	0.4702	0.2545	-0.3526	0.2604	74.17	-0.396	7.03	0.1589	0.3046	0.006667	0.013333	0.0	0.006667	0.0	0.0	0.006667	0.006667
contig_2_s+_f2_orf624	0.031646	0.031646	0.056962	0.044304	0.06962	0.031646	0.044304	0.06962	0.044304	0.06962	0.044304	0.075949	0.044304	0.056962	0.044304	0.025316	0.056962	0.044304	0.050633	0.063291	0.088608	0.398734	0.21519	0.183544	0.481013	0.455696	0.234177	0.234177	19366.2	5	0.0403	0.3797	0.214	-0.3696	0.0918	70.32	-0.4259	7.16	0.1835	0.2785	0.006369	0.0	0.0	0.006369	0.0	0.0	0.006369	0.0
contig_1_s+_f0_orf602	0.083333	0.05	0.033333	0.033333	0.033333	0.133333	0.066667	0.05	0.0	0.033333	0.033333	0.066667	0.05	0.0	0.05	0.066667	0.083333	0.033333	0.05	0.05	0.283333	0.6	0.2	0.133333	0.45	0.5	0.183333	0.35	6614.7	3	0.115	0.3167	0.1103	-0.2633	0.0945	50.5	-0.3367	7.25	0.1333	0.3667	0.0	0.0	0.0	0.0	0.0	0.016949	0.0	0.0
contig_6_s-_f2_orf357	0.034884	0.069767	0.046512	0.063953	0.052326	0.040698	0.040698	0.02907	0.05814	0.046512	0.063953	0.046512	0.040698	0.052326	0.046512	0.069767	0.046512	0.040698	0.069767	0.040698	0.145349	0.436047	0.151163	0.162791	0.540698	0.418605	0.255814	0.244186	20821.7	6	-0.036	0.3372	0.3435	-0.2476	0.1542	44.77	-0.6006	7.17	0.1628	0.3605	0.0	0.011696	0.0	0.0	0.0	0.0	0.0	0.0
contig_5_s+_f0_orf388	0.050847	0.050847	0.059322	0.067797	0.016949	0.033898	0.067797	0.076271	0.016949	0.059322	0.042373	0.025424	0.050847	0.042373	0.059322	0.025424	0.067797	0.050847	0.076271	0.059322	0.110169	0.415254	0.237288	0.152542	0.483051	0.457627	0.271186	0.194915	14385.6	2	0.0462	0.3729	0.1796	-0.3397	0.1529	72.71	-0.4119	7.08	0.1525	0.2881	0.008547	0.0	0.0	0.0	0.0	0.0	0.008547	0.0
contig_3_s-_f2_orf211	0.109375	0.0625	0.03125	0.046875	0.015625	0.109375	0.078125	0.03125	0.046875	0.046875	0.03125	0.0625	0.03125	0.0625	0.046875	0.046875	0.0	0.015625	0.09375	0.03125	0.265625	0.46875	0.203125	0.140625	0.484375	0.484375	0.25	0.28125	7425.8	6	-0.0187	0.3438	0.0853	-0.1639	0.1473	45.94	-0.7703	7.47	0.1406	0.4531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
